port,h3
Raijua,615096528991682559
Raijua,615096529750851583
Raijua,615096529528553471
Raijua,615096529687937023
Raijua,615096529075568639
Raijua,615096529679548415
Raijua,615096529046208511
Raijua,615096529530650623
Raijua,615096529086054399
Raijua,615096529713102847
Raijua,615096529692131327
Raijua,615096529555816447
Raijua,615096529683742719
Raijua,615096529044111359
Raijua,615096529553719295
Raijua,615096528983293951
Raijua,615096529719394303
Papela,615093519383527423
Papela,615093519748431871
Papela,615093519561785343
Papela,615093519381430271
Papela,615093519389818879
Papela,615093519687614463
Papela,615093519605825535
Papela,615093519597436927
Papela,615093520134307839
Papela,615093519756820479
Papela,615093519788277759
Papela,615093519637282815
Papela,615093519639379967
Papela,615093519322710015
Papela,615093519280766975
Papela,615093519781986303
Papela,615093519379333119
Papela,615093519679225855
Papela,615093519565979647
Papela,615093519568076799
Papela,615093519282864127
Papela,615093519551299583
Papela,615093519337390079
Papela,615093519752626175
Papela,615093519572271103
Papela,615093519339487231
Papela,615093519299641343
Papela,615093519771500543
Papela,615093519784083455
Papela,615093519607922687
Papela,615093519316418559
Papela,615093519545008127
Papela,615093519775694847
Papela,615093519312224255
Papela,615093519555493887
Papela,615093519335292927
Papela,615093519329001471
Papela,615093519318515711
Papela,615093519595339775
Papela,615093519641477119
Papela,615093519377235967
Papela,615093519603728383
Papela,615093519790374911
Papela,615093519630991359
Papela,615093519779889151
Papela,615093519563882495
Papela,615093519633088511
Papela,615093519574368255
Papela,615093519310127103
Papela,615093519278669823
Papela,615093519767306239
Papela,615093519691808767
Papela,615093519683420159
Papela,615093519635185663
Papela,615093519750529023
Papela,615093519547105279
Papela,615093519758917631
Papela,615093519754723327
Papela,615093519276572671
Papela,615093519746334719
Papela,615093519314321407
Papela,615093519331098623
Papela,615093519333195775
Papela,615093519685517311
Papela,615093519320612863
Papela,615093519326904319
Papela,615093519792472063
Papela,615093519297544191
Papela,615093519628894207
Papela,615093519570173951
Biu,615096540152725503
Biu,615096540177891327
Biu,615096539951398911
Biu,615096536054890495
Biu,615096540198862847
Biu,615096540169502719
Biu,615096535109074943
Biu,615096540167405567
Biu,615096540123365375
Biu,615096540207251455
Biu,615096540119171071
Biu,615096540127559679
Biu,615096540192571391
Biu,615096539752169471
Biu,615096540194668543
Biu,615096539999633407
Biu,615096539768946687
Biu,615096540144336895
Biu,615096540142239743
Biu,615096540150628351
Biu,615096539766849535
Biu,615096539949301759
Biu,615096540205154303
Biu,615096540131753983
Biu,615096539890581503
Biu,615096539886387199
Biu,615096540121268223
Biu,615096540114976767
Biu,615096540133851135
Biu,615096540221931519
Biu,615096540217737215
Biu,615096540148531199
Biu,615096539850735615
Biu,615096540117073919
Biu,615096540182085631
Biu,615096540161114111
Biu,615096540219834367
Biu,615096540175794175
Biu,615096539762655231
Biu,615096540200959999
Biu,615096540125462527
Biu,615096540224028671
Biu,615096540159016959
Biu,615096539747975167
Biu,615096540226125823
Biu,615096540138045439
Biu,615096536063279103
Biu,615096539953496063
Biu,615096540203057151
Biu,615096539880095743
Biu,615096539764752383
Biu,615096540215640063
Biu,615096536067473407
Biu,615096536033918975
Biu,615096539884290047
Biu,615096540186279935
Biu,615096540188377087
Biu,615096540190474239
Biu,615096540184182783
Biu,615096540156919807
Biu,615096536059084799
Biu,615096540135948287
Biu,615096540171599871
Biu,615096540140142591
Biu,615096540209348607
Biu,615096539892678655
Biu,615096540165308415
Biu,615096535100686335
Biu,615096540211445759
Biu,615096540173697023
Biu,615096539888484351
Seba,615096539125121023
Seba,615096538655358975
Seba,615096539135606783
Seba,615096538814742527
Seba,615096538818936831
Seba,615096538873462783
Seba,615096538693107711
Seba,615096539118829567
Seba,615096539114635263
Seba,615096538844102655
Seba,615096538701496319
Seba,615096538657456127
Seba,615096538923794431
Seba,615096538699399167
Seba,615096538638581759
Seba,615096539129315327
Seba,615096538705690623
Seba,615096538707787775
Seba,615096539110440959
Seba,615096538810548223
Seba,615096538688913407
Seba,615096538848296959
Seba,615096539108343807
Seba,615096538697302015
Seba,615096538741342207
Seba,615096538695204863
Seba,615096538644873215
Seba,615096539349516287
Seba,615096539131412479
Seba,615096538674233343
Seba,615096538659553279
Seba,615096539120926719
Seba,615096538649067519
Seba,615096538661650431
Seba,615096539112538111
Seba,615096538678427647
Seba,615096539347419135
Seba,615096538886045695
Seba,615096538711982079
Seba,615096539116732415
Seba,615096538646970367
Seba,615096538879754239
Seba,615096538883948543
Seba,615096538684719103
Seba,615096539137703935
Seba,615096538667941887
Seba,615096538665844735
Seba,615096538881851391
Seba,615096538839908351
Seba,615096538680524799
Seba,615096538925891583
Seba,615096538850394111
Seba,615096538846199807
Seba,615096538852491263
Seba,615096538651164671
Seba,615096538877657087
Seba,615096539127218175
Seba,615096539133509631
Seba,615096538640678911
Seba,615096538682621951
Seba,615096538642776063
Seba,615096538875559935
Seba,615096538663747583
Seba,615096538676330495
Seba,615096538672136191
Seba,615096538728759295
Seba,615096538934280191
Seba,615096538726662143
Seba,615096539066400767
Seba,615096538691010559
Seba,615096538724564991
Pulau Salura,615122414080098303
Pulau Salura,615122410254893055
Pulau Salura,615122414082195455
Pulau Salura,615122414163984383
Pulau Salura,615122413962657791
Pulau Salura,615122430542741503
Pulau Salura,615122414172372991
Pulau Salura,615122414174470143
Pulau Salura,615122414178664447
Pulau Salura,615122414140915711
Pulau Salura,615122413725679615
Pulau Salura,615122413723582463
Pulau Salura,615122414184955903
Pulau Salura,615122414180761599
Pulau Salura,615122414109458431
Pulau Salura,615122430540644351
Pulau Salura,615122414023475199
Pulau Salura,615122430534352895
Pulau Salura,615122413966852095
Pulau Salura,615122413964754943
Pulau Salura,615122413987823615
Pulau Salura,615122430530158591
Pulau Salura,615122413994115071
Pulau Salura,615122414084292607
Pulau Salura,615122413954269183
Pulau Salura,615122430519672831
Pulau Salura,615122430517575679
Pulau Salura,615122430515478527
Pulau Salura,615122414182858751
Pulau Salura,615122413706805247
Pulau Salura,615122414143012863
Pulau Salura,615122414027669503
Pulau Salura,615122430523867135
Pulau Salura,615122430521769983
Pulau Salura,615122414126235647
Pulau Salura,615122413708902399
Pulau Salura,615122413956366335
Pulau Salura,615122414105264127
Pulau Salura,615122430471438335
Pulau Salura,615122414134624255
Pulau Salura,615122430532255743
Pulau Salura,615122414115749887
Pulau Salura,615122413989920767
Pulau Salura,615122413973143551
Pulau Salura,615122413996212223
Pulau Salura,615122414176567295
Pulau Salura,615122414155595775
Pulau Salura,615122414000406527
Pulau Salura,615122414147207167
Pulau Salura,615122430513381375
Pulau Salura,615122413998309375
Pulau Salura,615122414078001151
Pulau Salura,615122414075903999
Pulau Salura,615122413992017919
Pulau Salura,615122414117847039
Pulau Salura,615122414071709695
Pulau Salura,615122414145110015
Pulau Salura,615122414151401471
Pulau Salura,615122414025572351
Pulau Salura,615122413960560639
Pulau Salura,615122414159790079
Pulau Salura,615122414149304319
Pulau Salura,615122414168178687
Pulau Salura,615122414113652735
Pulau Salura,615122430538547199
Pulau Salura,615122414073806847
Pulau Salura,615122414111555583
Pulau Salura,615122414107361279
Pulau Salura,615122414138818559
Pulau Salura,615122413939589119
Pulau Salura,615122413947977727
Pulau Salura,615122413943783423
Pulau Salura,615122430536450047
Pulau Salura,615122413958463487
Baing,615096790508634111
Baing,615122408528936959
Baing,615096787851542527
Baing,615122408493285375
Baing,615096788614905855
Baing,615096788606517247
Baing,615096788048674815
Baing,615096790527508479
Baing,615096788115783679
Baing,615096788017217535
Baing,615096788019314687
Baing,615122408457633791
Baing,615096788119977983
Baing,615096788094812159
Baing,615096788126269439
Baing,615122408497479679
Baing,615096788088520703
Baing,615096788059160575
Baing,615096788078034943
Baing,615122408491188223
Baing,615096788604420095
Baing,615096788593934335
Baing,615096788107395071
Baing,615096788092715007
Baing,615096788099006463
Baing,615096788021411839
Baing,615122408486993919
Baing,615096788591837183
Baing,615096788585545727
Baing,615122408455536639
Baing,615096788015120383
Baing,615096788082229247
Baing,615096790506536959
Baing,615122408520548351
Baing,615096788061257727
Baing,615096788124172287
Baing,615096788090617855
Baing,615096788057063423
Baing,615122408484896767
Baing,615096788117880831
Baing,615096788027703295
Baing,615122408461828095
Baing,615096788589740031
Baing,615122408489091071
Baing,615096788105297919
Baing,615096788103200767
Baing,615096788608614399
Baing,615096787859931135
Baing,615122408436662271
Baing,615096788122075135
Baing,615096788023508991
Baing,615122408459730943
Baing,615096790523314175
Baing,615122408440856575
Baing,615096788587642879
Baing,615122408451342335
Baing,615096790525411327
Baing,615122408445050879
Baing,615096788111589375
Baing,615122408526839807
Baing,615122408495382527
Baing,615096788128366591
Baing,615122408518451199
Baing,615096788598128639
Baing,615096788084326399
Baing,615122408524742655
Baing,615122408463925247
Baing,615096788086423551
Baing,615096788025606143
Baing,615096788602322943
Baing,615122408453439487
Baing,615096788596031487
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506798518271
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506639134719
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506699952127
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506819489791
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506637037567
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506404253695
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506903375871
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506425225215
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506743992319
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506597191679
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506720923647
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093509304614911
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506687369215
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506391670783
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506412642303
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506402156543
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506874015743
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506748186623
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506634940415
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506534277119
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506907570175
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506823684095
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506408447999
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506630746111
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506750283775
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093509296226303
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506530082815
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506695757823
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506567831551
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093509285740543
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506572025855
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506890792959
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506626551807
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506863529983
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506884501503
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506563637247
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506660106239
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506802712575
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506693660671
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506395865087
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506628648959
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506427322367
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093509289934847
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506894987263
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506806906879
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506827878399
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506678980607
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506681077759
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506448293887
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506729312255
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506435710975
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506454585343
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506840461311
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506905473023
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506599288831
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093509287837695
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506712535039
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506704146431
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506714632191
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506444099583
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506716729343
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506813198335
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506871918591
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506668494847
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506689466367
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506431516671
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506869821439
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506804809727
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506723020799
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506794323967
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506886598655
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093509302517759
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506450391039
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506632843263
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506756575231
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506878210047
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506605580287
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506901278719
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506811101183
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506899181567
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506559442943
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506821586943
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506710437887
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506592997375
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506718826495
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506595094527
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506888695807
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506421030911
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506685272063
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506565734399
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506754478079
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093509294129151
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506882404351
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506676883455
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093509306712063
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506861432831
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506897084415
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506880307199
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506446196735
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506664300543
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506746089471
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506410545151
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506836267007
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506670591999
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506683174911
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506452488191
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506429419519
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506865627135
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506666397695
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506538471423
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506672689151
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506414739455
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506437808127
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506397962239
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506393767935
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506442002431
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506867724287
Tenau/ Kupang and Nunbaun Sabu (Namosain),615093506662203391
Kolbano,615093575920648191
Kolbano,615093575455080447
Kolbano,615093575488634879
Kolbano,615095625041575935
Kolbano,615095625612001279
Kolbano,615095625114976255
Kolbano,615093576023408639
Kolbano,615095625035284479
Kolbano,615093575916453887
Kolbano,615095625129656319
Kolbano,615095625110781951
Kolbano,615093575459274751
Kolbano,615093576017117183
Kolbano,615095625618292735
Kolbano,615095625112879103
Kolbano,615095625024798719
Kolbano,615095625616195583
Kolbano,615093575954202623
Kolbano,615093576027602943
Kolbano,615093576025505791
Kolbano,615095625607806975
Kolbano,615093575950008319
Kolbano,615093575926939647
Kolbano,615093575922745343
Kolbano,615093575924842495
Kolbano,615095625045770239
Kolbano,615095625037381631
Kolbano,615093575979368447
Kolbano,615095625106587647
Kolbano,615093575960494079
Kolbano,615093575446691839
Kolbano,615093576021311487
Kolbano,615093575452983295
Kolbano,615095625039478783
Kolbano,615095625091907583
Kolbano,615095625026895871
Kolbano,615095625096101887
Kolbano,615093575956299775
Kolbano,615095625605709823
Kolbano,615095625576349695
Kolbano,615095625022701567
Kolbano,615095625031090175
Kolbano,615093575929036799
Kolbano,615095625614098431
Kolbano,615093575450886143
Kolbano,615095625578446847
Kolbano,615093575918551039
Kolbano,615093575970979839
Kolbano,615095625108684799
Kolbano,615093575987757055
Kolbano,615095625121267711
Kolbano,615095625020604415
Kolbano,615095625104490495
Kolbano,615093575989854207
Kolbano,615095625102393343
Kolbano,615095625087713279
Kolbano,615093575958396927
Kolbano,615093575962591231
Kolbano,615095625043673087
Kolbano,615095625028993023
Kolbano,615095625047867391
Kolbano,615095625557475327
Kolbano,615093576019214335
Kolbano,615095625018507263
Kolbano,615095625085616127
Kolbano,615095625609904127
Kolbano,615093575952105471
Kolbano,615093576029700095
Waingapu,615112604303491071
Waingapu,615112604259450879
Waingapu,615112604240576511
Waingapu,615112604475457535
Waingapu,615122447510798335
Waingapu,615112604255256575
Waingapu,615122447508701183
Waingapu,615112604284616703
Waingapu,615112604305588223
Waingapu,615112604286713855
Waingapu,615112604341239807
Waingapu,615112592305684479
Waingapu,615112604343336959
Waingapu,615112604274130943
Waingapu,615112604288811007
Waingapu,615122447577907199
Waingapu,615122447575810047
Waingapu,615112604244770815
Waingapu,615112604282519551
Waingapu,615112604322365439
Waingapu,615112604232187903
Waingapu,615122447710027775
Waingapu,615112604257353727
Waingapu,615122447720513535
Waingapu,615122447718416383
Waingapu,615112604301393919
Waingapu,615112604337045503
Waingapu,615112604248965119
Waingapu,615122447701639167
Waingapu,615112604001501183
Waingapu,615112604334948351
Waingapu,615112604290908159
Waingapu,615112604261548031
Waingapu,615112604332851199
Waingapu,615122447697444863
Waingapu,615122447714222079
Waingapu,615112604276228095
Waingapu,615122447586295807
Waingapu,615122447699542015
Waingapu,615112604003598335
Waingapu,615112604242673663
Waingapu,615112604267839487
Waingapu,615112604320268287
Waingapu,615112604299296767
Waingapu,615112604295102463
Waingapu,615112604479651839
Waingapu,615112604251062271
Waingapu,615112604318171135
Waingapu,615122447494021119
Waingapu,615112604446097407
Waingapu,615112604345434111
Waingapu,615112604278325247
Waingapu,615122447695347711
Waingapu,615112604234285055
Waingapu,615122447582101503
Waingapu,615112604253159423
Waingapu,615122447517089791
Waingapu,615122447716319231
Waingapu,615112604339142655
Waingapu,615122447722610687
Waingapu,615122447519186943
Waingapu,615112604238479359
Waingapu,615112604293005311
Waingapu,615112604272033791
Waingapu,615122447703736319
Waingapu,615112604269936639
Waingapu,615122447705833471
Waingapu,615112604236382207
Waingapu,615112604471263231
Waingapu,615122447521284095
Waingapu,615122447693250559
Waingapu,615112604265742335
Naikliu,615095655372685311
Naikliu,615095655364296703
Naikliu,615095655267827711
Naikliu,615095655435599871
Naikliu,615095655389462527
Naikliu,615095655462862847
Naikliu,615095655240564735
Naikliu,615095655353810943
Naikliu,615095654986809343
Naikliu,615095655423016959
Naikliu,615095650329034751
Naikliu,615095655387365375
Naikliu,615095650276605951
Naikliu,615095655351713791
Naikliu,615095651536994303
Naikliu,615095655278313471
Naikliu,615095650341617663
Naikliu,615095655393656831
Naikliu,615095655005683711
Naikliu,615095650320646143
Naikliu,615095655397851135
Naikliu,615095655410434047
Naikliu,615095655464959999
Naikliu,615095655454474239
Naikliu,615095655439794175
Naikliu,615095655362199551
Naikliu,615095655360102399
Naikliu,615095655443988479
Naikliu,615095655458668543
Naikliu,615095650337423359
Naikliu,615095655402045439
Naikliu,615095655425114111
Naikliu,615095655429308415
Naikliu,615095655448182783
Naikliu,615095655446085631
Naikliu,615095650335326207
Naikliu,615095650347909119
Naikliu,615095651534897151
Naikliu,615095655408336895
Naikliu,615095650343714815
Naikliu,615095655391559679
Naikliu,615095655418822655
Naikliu,615095655355908095
Naikliu,615095655441891327
Naikliu,615095655427211263
Naikliu,615095654988906495
Naikliu,615095655234273279
Naikliu,615095655244759039
Naikliu,615095655452377087
